,index,Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed,day,National confirmed cumulative,National confirmed new,National recovered cumulative,National recovered new,National deceased cumulative,National deceased new
1139,1139,1140,2020-04-20,5:00 PM,Kerala,-,-,270,3,402,81,16740,2,2626,13,537,0
1140,1140,1141,2020-04-20,5:00 PM,Ladakh,-,-,14,0,18,81,16740,0,2626,0,537,0
1141,1141,1142,2020-04-20,5:00 PM,Madhya Pradesh,-,-,127,74,1485,81,16818,78,2626,0,541,4
1142,1142,1143,2020-04-20,5:00 PM,Maharashtra,-,-,507,223,4203,81,17370,552,2768,142,553,12
1143,1143,1144,2020-04-20,5:00 PM,Manipur,-,-,2,0,2,81,17370,0,2769,1,553,0
1144,1144,1145,2020-04-20,5:00 PM,Meghalaya,-,-,0,1,11,81,17370,0,2769,0,553,0
1145,1145,1146,2020-04-20,5:00 PM,Mizoram,-,-,0,0,1,81,17370,0,2769,0,553,0
1146,1146,1147,2020-04-20,5:00 PM,Nagaland,-,-,0,0,0,81,17370,0,2769,0,553,0
1147,1147,1148,2020-04-20,5:00 PM,Odisha,-,-,24,1,68,81,17377,7,2769,0,553,0
1148,1148,1149,2020-04-20,5:00 PM,Puducherry,-,-,3,0,7,81,17377,0,2769,0,553,0
1149,1149,1150,2020-04-20,5:00 PM,Punjab,-,-,31,16,219,81,17377,0,2769,0,553,0
1150,1150,1151,2020-04-20,5:00 PM,Rajasthan,-,-,183,14,1478,81,17504,127,2769,0,556,3
1151,1151,1152,2020-04-20,5:00 PM,Tamil Nadu,-,-,411,15,1477,81,17609,105,2815,46,556,0
1152,1152,1153,2020-04-20,5:00 PM,Telengana,-,-,190,21,873,81,17638,29,2819,4,559,3
1153,1153,1154,2020-04-20,5:00 PM,Tripura,-,-,1,0,2,81,17638,0,2819,0,559,0
1154,1154,1155,2020-04-20,5:00 PM,Uttarakhand,-,-,11,0,44,81,17640,2,2821,2,559,0
1155,1155,1156,2020-04-20,5:00 PM,Uttar Pradesh,-,-,129,17,1176,81,17732,92,2842,21,559,0
1156,1156,1157,2020-04-20,5:00 PM,West Bengal,-,-,66,12,339,81,17761,29,2846,4,559,0
